"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN3202300000000","32","23","Nye County, NV","2019","17297","16415","882","5.1"
"CN3202700000000","32","27","Pershing County, NV","2019","2563","2460","103","4"
"CN3202900000000","32","29","Storey County, NV","2019","2038","1962","76","3.7"
"CN3203100000000","32","31","Washoe County, NV","2019","255915","247691","8224","3.2"
"CN3203300000000","32","33","White Pine County, NV","2019","4636","4499","137","3"
"CN3251000000000","32","510","Carson City, NV","2019","26282","25248","1034","3.9"
"CN3300100000000","33","1","Belknap County, NH","2019","31583","30787","796","2.5"
"CN3300300000000","33","3","Carroll County, NH","2019","23974","23366","608","2.5"
"CN3300500000000","33","5","Cheshire County, NH","2019","40926","39856","1070","2.6"
"CN3300700000000","33","7","Coos County, NH","2019","14741","14273","468","3.2"
"CN3300900000000","33","9","Grafton County, NH","2019","49880","48784","1096","2.2"
"CN3301100000000","33","11","Hillsborough County, NH","2019","242579","236216","6363","2.6"
"CN3301300000000","33","13","Merrimack County, NH","2019","83845","81955","1890","2.3"
"CN3301500000000","33","15","Rockingham County, NH","2019","188440","183326","5114","2.7"
"CN3301700000000","33","17","Strafford County, NH","2019","74621","72875","1746","2.3"
"CN3301900000000","33","19","Sullivan County, NH","2019","23145","22616","529","2.3"
"CN3400100000000","34","1","Atlantic County, NJ","2019","120728","114622","6106","5.1"
"CN3400300000000","34","3","Bergen County, NJ","2019","482038","467946","14092","2.9"
"CN3400500000000","34","5","Burlington County, NJ","2019","230589","223049","7540","3.3"
"CN3400700000000","34","7","Camden County, NJ","2019","253053","242811","10242","4"
"CN3400900000000","34","9","Cape May County, NJ","2019","45947","42660","3287","7.2"
"CN3401100000000","34","11","Cumberland County, NJ","2019","65061","61481","3580","5.5"
"CN3401300000000","34","13","Essex County, NJ","2019","368748","352334","16414","4.5"
"CN3401500000000","34","15","Gloucester County, NJ","2019","149747","144238","5509","3.7"
"CN3401700000000","34","17","Hudson County, NJ","2019","361189","349372","11817","3.3"
"CN3401900000000","34","19","Hunterdon County, NJ","2019","64523","62742","1781","2.8"
"CN3402100000000","34","21","Mercer County, NJ","2019","202885","196458","6427","3.2"
"CN3402300000000","34","23","Middlesex County, NJ","2019","439073","425471","13602","3.1"
"CN3402500000000","34","25","Monmouth County, NJ","2019","328661","318233","10428","3.2"
"CN3402700000000","34","27","Morris County, NJ","2019","256698","249463","7235","2.8"
"CN3402900000000","34","29","Ocean County, NJ","2019","275023","264876","10147","3.7"
"CN3403100000000","34","31","Passaic County, NJ","2019","242208","231779","10429","4.3"
"CN3403300000000","34","33","Salem County, NJ","2019","29180","27771","1409","4.8"
"CN3403500000000","34","35","Somerset County, NJ","2019","171371","166229","5142","3"
"CN3403700000000","34","37","Sussex County, NJ","2019","73963","71425","2538","3.4"
"CN3403900000000","34","39","Union County, NJ","2019","276382","266189","10193","3.7"
"CN3404100000000","34","41","Warren County, NJ","2019","56060","54185","1875","3.3"
"CN3500100000000","35","1","Bernalillo County, NM","2019","333865","319048","14817","4.4"
"CN3500300000000","35","3","Catron County, NM","2019","1153","1081","72","6.2"
"CN3500500000000","35","5","Chaves County, NM","2019","27165","25839","1326","4.9"
"CN3500600000000","35","6","Cibola County, NM","2019","8991","8425","566","6.3"
"CN3500700000000","35","7","Colfax County, NM","2019","5483","5226","257","4.7"
"CN3500900000000","35","9","Curry County, NM","2019","21680","20783","897","4.1"
"CN3501100000000","35","11","De Baca County, NM","2019","795","761","34","4.3"
"CN3501300000000","35","13","Dona Ana County, NM","2019","97527","91976","5551","5.7"
"CN3501500000000","35","15","Eddy County, NM","2019","34483","33419","1064","3.1"
"CN3501700000000","35","17","Grant County, NM","2019","12228","11639","589","4.8"
"CN3501900000000","35","19","Guadalupe County, NM","2019","1549","1467","82","5.3"
"CN3502100000000","35","21","Harding County, NM","2019","273","259","14","5.1"
"CN3502300000000","35","23","Hidalgo County, NM","2019","2091","2002","89","4.3"
"CN3502500000000","35","25","Lea County, NM","2019","31282","30054","1228","3.9"
"CN3502700000000","35","27","Lincoln County, NM","2019","8984","8570","414","4.6"
"CN3502800000000","35","28","Los Alamos County, NM","2019","9463","9163","300","3.2"
"CN3502900000000","35","29","Luna County, NM","2019","10309","9047","1262","12.2"
"CN3503100000000","35","31","McKinley County, NM","2019","24155","22458","1697","7"
"CN3503300000000","35","33","Mora County, NM","2019","2213","2080","133","6"
"CN3503500000000","35","35","Otero County, NM","2019","24798","23575","1223","4.9"
"CN3503700000000","35","37","Quay County, NM","2019","3229","3062","167","5.2"
"CN3503900000000","35","39","Rio Arriba County, NM","2019","16835","15951","884","5.3"
"CN3504100000000","35","41","Roosevelt County, NM","2019","7901","7545","356","4.5"
"CN3504300000000","35","43","Sandoval County, NM","2019","66475","63268","3207","4.8"
"CN3504500000000","35","45","San Juan County, NM","2019","51941","48974","2967","5.7"
"CN3504700000000","35","47","San Miguel County, NM","2019","10809","10177","632","5.8"
"CN3504900000000","35","49","Santa Fe County, NM","2019","75116","72153","2963","3.9"
"CN3505100000000","35","51","Sierra County, NM","2019","3893","3628","265","6.8"
"CN3505300000000","35","53","Socorro County, NM","2019","6446","6071","375","5.8"
"CN3505500000000","35","55","Taos County, NM","2019","15218","14303","915","6"
"CN3505700000000","35","57","Torrance County, NM","2019","5699","5312","387","6.8"
"CN3505900000000","35","59","Union County, NM","2019","1846","1781","65","3.5"
"CN3506100000000","35","61","Valencia County, NM","2019","30710","29074","1636","5.3"
"CN3600100000000","36","1","Albany County, NY","2019","157444","151699","5745","3.6"
"CN3600300000000","36","3","Allegany County, NY","2019","19441","18380","1061","5.5"
"CN3600500000000","36","5","Bronx County, NY","2019","597677","565642","32035","5.4"
"CN3600700000000","36","7","Broome County, NY","2019","83444","79488","3956","4.7"
"CN3600900000000","36","9","Cattaraugus County, NY","2019","33884","32172","1712","5.1"
"CN3601100000000","36","11","Cayuga County, NY","2019","35952","34411","1541","4.3"
"CN3601300000000","36","13","Chautauqua County, NY","2019","54550","51976","2574","4.7"
"CN3601500000000","36","15","Chemung County, NY","2019","35019","33543","1476","4.2"
"CN3601700000000","36","17","Chenango County, NY","2019","22080","21098","982","4.4"
"CN3601900000000","36","19","Clinton County, NY","2019","36302","34720","1582","4.4"
"CN3602100000000","36","21","Columbia County, NY","2019","31181","30176","1005","3.2"
"CN3602300000000","36","23","Cortland County, NY","2019","22853","21735","1118","4.9"
"CN3602500000000","36","25","Delaware County, NY","2019","19117","18216","901","4.7"
"CN3602700000000","36","27","Dutchess County, NY","2019","144040","138841","5199","3.6"
"CN3602900000000","36","29","Erie County, NY","2019","441291","422508","18783","4.3"
"CN3603100000000","36","31","Essex County, NY","2019","16995","16190","805","4.7"
"CN3603300000000","36","33","Franklin County, NY","2019","19614","18648","966","4.9"
"CN3603500000000","36","35","Fulton County, NY","2019","22656","21517","1139","5"
"CN3603700000000","36","37","Genesee County, NY","2019","29736","28564","1172","3.9"
"CN3603900000000","36","39","Greene County, NY","2019","20271","19358","913","4.5"
"CN3604100000000","36","41","Hamilton County, NY","2019","2214","2081","133","6"
"CN3604300000000","36","43","Herkimer County, NY","2019","27932","26560","1372","4.9"
"CN3604500000000","36","45","Jefferson County, NY","2019","43941","41470","2471","5.6"
"CN3604700000000","36","47","Kings County, NY","2019","1198160","1149461","48699","4.1"
"CN3604900000000","36","49","Lewis County, NY","2019","11644","10999","645","5.5"
"CN3605100000000","36","51","Livingston County, NY","2019","30726","29423","1303","4.2"
"CN3605300000000","36","53","Madison County, NY","2019","32766","31296","1470","4.5"
"CN3605500000000","36","55","Monroe County, NY","2019","361254","346207","15047","4.2"
"CN3605700000000","36","57","Montgomery County, NY","2019","22306","21173","1133","5.1"
"CN3605900000000","36","59","Nassau County, NY","2019","708118","683726","24392","3.4"
"CN3606100000000","36","61","New York County, NY","2019","911638","879665","31973","3.5"
"CN3606300000000","36","63","Niagara County, NY","2019","98786","93887","4899","5"
"CN3606500000000","36","65","Oneida County, NY","2019","101170","96839","4331","4.3"
"CN3606700000000","36","67","Onondaga County, NY","2019","220549","211875","8674","3.9"
"CN3606900000000","36","69","Ontario County, NY","2019","55362","53210","2152","3.9"
"CN3607100000000","36","71","Orange County, NY","2019","184985","177952","7033","3.8"
"CN3607300000000","36","73","Orleans County, NY","2019","17567","16740","827","4.7"
"CN3607500000000","36","75","Oswego County, NY","2019","52960","50082","2878","5.4"
"CN3607700000000","36","77","Otsego County, NY","2019","28060","26876","1184","4.2"
"CN3607900000000","36","79","Putnam County, NY","2019","51230","49336","1894","3.7"
"CN3608100000000","36","81","Queens County, NY","2019","1139397","1099996","39401","3.5"
"CN3608300000000","36","83","Rensselaer County, NY","2019","81089","78030","3059","3.8"
"CN3608500000000","36","85","Richmond County, NY","2019","222319","213734","8585","3.9"
"CN3608700000000","36","87","Rockland County, NY","2019","155237","149705","5532","3.6"
"CN3608900000000","36","89","St. Lawrence County, NY","2019","43294","40902","2392","5.5"
"CN3609100000000","36","91","Saratoga County, NY","2019","118925","114903","4022","3.4"
"CN3609300000000","36","93","Schenectady County, NY","2019","76028","73106","2922","3.8"
"CN3609500000000","36","95","Schoharie County, NY","2019","14637","13954","683","4.7"
"CN3609700000000","36","97","Schuyler County, NY","2019","8085","7709","376","4.7"
"CN3609900000000","36","99","Seneca County, NY","2019","16027","15414","613","3.8"
"CN3610100000000","36","101","Steuben County, NY","2019","42520","40572","1948","4.6"
"CN3610300000000","36","103","Suffolk County, NY","2019","778193","749347","28846","3.7"
"CN3610500000000","36","105","Sullivan County, NY","2019","36653","35205","1448","4"
"CN3610700000000","36","107","Tioga County, NY","2019","22687","21746","941","4.1"
"CN3610900000000","36","109","Tompkins County, NY","2019","49361","47567","1794","3.6"
"CN3611100000000","36","111","Ulster County, NY","2019","87692","84387","3305","3.8"
"CN3611300000000","36","113","Warren County, NY","2019","31299","29868","1431","4.6"
"CN3611500000000","36","115","Washington County, NY","2019","27831","26698","1133","4.1"
"CN3611700000000","36","117","Wayne County, NY","2019","43835","42070","1765","4"
"CN3611900000000","36","119","Westchester County, NY","2019","484382","466158","18224","3.8"
"CN3612100000000","36","121","Wyoming County, NY","2019","18131","17336","795","4.4"
"CN3612300000000","36","123","Yates County, NY","2019","11849","11407","442","3.7"
"CN3700100000000","37","1","Alamance County, NC","2019","82597","79459","3138","3.8"
"CN3700300000000","37","3","Alexander County, NC","2019","18159","17557","602","3.3"
"CN3700500000000","37","5","Alleghany County, NC","2019","4415","4205","210","4.8"
"CN3700700000000","37","7","Anson County, NC","2019","10834","10381","453","4.2"
"CN3700900000000","37","9","Ashe County, NC","2019","12908","12429","479","3.7"
"CN3701100000000","37","11","Avery County, NC","2019","7502","7221","281","3.7"
"CN3701300000000","37","13","Beaufort County, NC","2019","19578","18672","906","4.6"
"CN3701500000000","37","15","Bertie County, NC","2019","7822","7448","374","4.8"
"CN3701700000000","37","17","Bladen County, NC","2019","14629","13923","706","4.8"
"CN3701900000000","37","19","Brunswick County, NC","2019","54411","51599","2812","5.2"
"CN3702100000000","37","21","Buncombe County, NC","2019","141959","137723","4236","3"
"CN3702300000000","37","23","Burke County, NC","2019","41324","39785","1539","3.7"
"CN3702500000000","37","25","Cabarrus County, NC","2019","109927","106011","3916","3.6"
"CN3702700000000","37","27","Caldwell County, NC","2019","36866","35370","1496","4.1"
"CN3702900000000","37","29","Camden County, NC","2019","4661","4481","180","3.9"
"CN3703100000000","37","31","Carteret County, NC","2019","32229","30889","1340","4.2"
"CN3703300000000","37","33","Caswell County, NC","2019","9924","9477","447","4.5"
"CN3703500000000","37","35","Catawba County, NC","2019","79540","76686","2854","3.6"
"CN3703700000000","37","37","Chatham County, NC","2019","35910","34695","1215","3.4"
"CN3703900000000","37","39","Cherokee County, NC","2019","11226","10724","502","4.5"
"CN3704100000000","37","41","Chowan County, NC","2019","5560","5298","262","4.7"
"CN3704300000000","37","43","Clay County, NC","2019","4148","3960","188","4.5"
"CN3704500000000","37","45","Cleveland County, NC","2019","48738","46793","1945","4"
"CN3704700000000","37","47","Columbus County, NC","2019","22941","21811","1130","4.9"
"CN3704900000000","37","49","Craven County, NC","2019","42150","40431","1719","4.1"
"CN3705100000000","37","51","Cumberland County, NC","2019","128856","122306","6550","5.1"
"CN3705300000000","37","53","Currituck County, NC","2019","14117","13609","508","3.6"
"CN3705500000000","37","55","Dare County, NC","2019","20063","19116","947","4.7"
"CN3705700000000","37","57","Davidson County, NC","2019","81755","78747","3008","3.7"
"CN3705900000000","37","59","Davie County, NC","2019","20873","20161","712","3.4"
"CN3706100000000","37","61","Duplin County, NC","2019","25424","24394","1030","4.1"
"CN3706300000000","37","63","Durham County, NC","2019","172359","166460","5899","3.4"
"CN3706500000000","37","65","Edgecombe County, NC","2019","21439","20179","1260","5.9"
"CN3706700000000","37","67","Forsyth County, NC","2019","189793","182709","7084","3.7"
"CN3706900000000","37","69","Franklin County, NC","2019","31571","30309","1262","4"
"CN3707100000000","37","71","Gaston County, NC","2019","111967","107634","4333","3.9"
"CN3707300000000","37","73","Gates County, NC","2019","5363","5145","218","4.1"
"CN3707500000000","37","75","Graham County, NC","2019","3256","3080","176","5.4"
"CN3707700000000","37","77","Granville County, NC","2019","30243","29219","1024","3.4"
"CN3707900000000","37","79","Greene County, NC","2019","9577","9215","362","3.8"
"CN3708100000000","37","81","Guilford County, NC","2019","265349","254504","10845","4.1"
"CN3708300000000","37","83","Halifax County, NC","2019","20501","19326","1175","5.7"
"CN3708500000000","37","85","Harnett County, NC","2019","53705","51237","2468","4.6"
"CN3708700000000","37","87","Haywood County, NC","2019","30282","29255","1027","3.4"
"CN3708900000000","37","89","Henderson County, NC","2019","55704","53865","1839","3.3"
"CN3709100000000","37","91","Hertford County, NC","2019","9225","8746","479","5.2"
"CN3709300000000","37","93","Hoke County, NC","2019","20307","19304","1003","4.9"
"CN3709500000000","37","95","Hyde County, NC","2019","1977","1807","170","8.6"
"CN3709700000000","37","97","Iredell County, NC","2019","90208","86966","3242","3.6"
"CN3709900000000","37","99","Jackson County, NC","2019","19957","19130","827","4.1"
"CN3710100000000","37","101","Johnston County, NC","2019","99974","96347","3627","3.6"
"CN3710300000000","37","103","Jones County, NC","2019","4436","4264","172","3.9"
"CN3710500000000","37","105","Lee County, NC","2019","26174","24995","1179","4.5"
"CN3710700000000","37","107","Lenoir County, NC","2019","28078","27012","1066","3.8"
"CN3710900000000","37","109","Lincoln County, NC","2019","43826","42284","1542","3.5"
"CN3711100000000","37","111","McDowell County, NC","2019","20877","20075","802","3.8"
"CN3711300000000","37","113","Macon County, NC","2019","15637","15027","610","3.9"
"CN3711500000000","37","115","Madison County, NC","2019","10283","9909","374","3.6"
"CN3711700000000","37","117","Martin County, NC","2019","9093","8630","463","5.1"
"CN3711900000000","37","119","Mecklenburg County, NC","2019","626769","603983","22786","3.6"
"CN3712100000000","37","121","Mitchell County, NC","2019","6073","5792","281","4.6"
"CN3712300000000","37","123","Montgomery County, NC","2019","11606","11143","463","4"
"CN3712500000000","37","125","Moore County, NC","2019","42887","41263","1624","3.8"
"CN3712700000000","37","127","Nash County, NC","2019","43610","41511","2099","4.8"
"CN3712900000000","37","129","New Hanover County, NC","2019","125131","120673","4458","3.6"
"CN3713100000000","37","131","Northampton County, NC","2019","7792","7386","406","5.2"
"CN3713300000000","37","133","Onslow County, NC","2019","65413","62388","3025","4.6"
"CN3713500000000","37","135","Orange County, NC","2019","79385","76782","2603","3.3"
"CN3713700000000","37","137","Pamlico County, NC","2019","5391","5186","205","3.8"
"CN3713900000000","37","139","Pasquotank County, NC","2019","16794","16021","773","4.6"
"CN3714100000000","37","141","Pender County, NC","2019","29150","28001","1149","3.9"
"CN3714300000000","37","143","Perquimans County, NC","2019","4992","4741","251","5"
"CN3714500000000","37","145","Person County, NC","2019","18571","17790","781","4.2"
"CN3714700000000","37","147","Pitt County, NC","2019","90556","86710","3846","4.2"
"CN3714900000000","37","149","Polk County, NC","2019","9094","8748","346","3.8"
"CN3715100000000","37","151","Randolph County, NC","2019","66978","64451","2527","3.8"
"CN3715300000000","37","153","Richmond County, NC","2019","16727","15844","883","5.3"
"CN3715500000000","37","155","Robeson County, NC","2019","50481","47748","2733","5.4"
"CN3715700000000","37","157","Rockingham County, NC","2019","40573","38791","1782","4.4"
"CN3715900000000","37","159","Rowan County, NC","2019","66751","64079","2672","4"
"CN3716100000000","37","161","Rutherford County, NC","2019","25376","24131","1245","4.9"
"CN3716300000000","37","163","Sampson County, NC","2019","29437","28301","1136","3.9"
"CN3716500000000","37","165","Scotland County, NC","2019","11599","10832","767","6.6"
"CN3716700000000","37","167","Stanly County, NC","2019","30438","29309","1129","3.7"
"CN3716900000000","37","169","Stokes County, NC","2019","21936","21149","787","3.6"
"CN3717100000000","37","171","Surry County, NC","2019","34200","32947","1253","3.7"
"CN3717300000000","37","173","Swain County, NC","2019","7018","6737","281","4"
"CN3717500000000","37","175","Transylvania County, NC","2019","14747","14196","551","3.7"
"CN3717700000000","37","177","Tyrrell County, NC","2019","1484","1396","88","5.9"
"CN3717900000000","37","179","Union County, NC","2019","124843","120533","4310","3.5"
"CN3718100000000","37","181","Vance County, NC","2019","17501","16488","1013","5.8"
"CN3718300000000","37","183","Wake County, NC","2019","600826","580731","20095","3.3"
"CN3718500000000","37","185","Warren County, NC","2019","6638","6260","378","5.7"
"CN3718700000000","37","187","Washington County, NC","2019","4492","4229","263","5.9"
"CN3718900000000","37","189","Watauga County, NC","2019","29679","28640","1039","3.5"
"CN3719100000000","37","191","Wayne County, NC","2019","52394","50225","2169","4.1"
"CN3719300000000","37","193","Wilkes County, NC","2019","29489","28292","1197","4.1"
"CN3719500000000","37","195","Wilson County, NC","2019","35026","33002","2024","5.8"
"CN3719700000000","37","197","Yadkin County, NC","2019","17923","17307","616","3.4"
"CN3719900000000","37","199","Yancey County, NC","2019","8466","8148","318","3.8"
"CN3800100000000","38","1","Adams County, ND","2019","1046","1023","23","2.2"
"CN3800300000000","38","3","Barnes County, ND","2019","5143","4987","156","3"
"CN3800500000000","38","5","Benson County, ND","2019","2273","2177","96","4.2"
"CN3800700000000","38","7","Billings County, ND","2019","430","419","11","2.6"
"CN3800900000000","38","9","Bottineau County, ND","2019","2935","2838","97","3.3"
"CN3801100000000","38","11","Bowman County, ND","2019","1714","1686","28","1.6"
"CN3801300000000","38","13","Burke County, ND","2019","1053","1029","24","2.3"
"CN3801500000000","38","15","Burleigh County, ND","2019","49216","48036","1180","2.4"
"CN3801700000000","38","17","Cass County, ND","2019","102347","100269","2078","2"
"CN3801900000000","38","19","Cavalier County, ND","2019","1882","1830","52","2.8"
"CN3802100000000","38","21","Dickey County, ND","2019","2281","2238","43","1.9"
"CN3802300000000","38","23","Divide County, ND","2019","1439","1419","20","1.4"
"CN3802500000000","38","25","Dunn County, ND","2019","3153","3102","51","1.6"
"CN3802700000000","38","27","Eddy County, ND","2019","1213","1159","54","4.5"
"CN3802900000000","38","29","Emmons County, ND","2019","1428","1369","59","4.1"
"CN3803100000000","38","31","Foster County, ND","2019","1497","1456","41","2.7"
"CN3803300000000","38","33","Golden Valley County, ND","2019","830","815","15","1.8"
"CN3803500000000","38","35","Grand Forks County, ND","2019","37105","36332","773","2.1"
"CN3803700000000","38","37","Grant County, ND","2019","1179","1152","27","2.3"
"CN3803900000000","38","39","Griggs County, ND","2019","1013","988","25","2.5"
"CN3804100000000","38","41","Hettinger County, ND","2019","1361","1334","27","2"
"CN3804300000000","38","43","Kidder County, ND","2019","1247","1197","50","4"
"CN3804500000000","38","45","LaMoure County, ND","2019","2036","1993","43","2.1"
"CN3804700000000","38","47","Logan County, ND","2019","860","840","20","2.3"
"CN3804900000000","38","49","McHenry County, ND","2019","3030","2924","106","3.5"
"CN3805100000000","38","51","McIntosh County, ND","2019","1104","1071","33","3"
"CN3805300000000","38","53","McKenzie County, ND","2019","10298","10138","160","1.6"
"CN3805500000000","38","55","McLean County, ND","2019","4663","4516","147","3.2"
"CN3805700000000","38","57","Mercer County, ND","2019","3577","3427","150","4.2"
"CN3805900000000","38","59","Morton County, ND","2019","16191","15713","478","3"
"CN3806100000000","38","61","Mountrail County, ND","2019","7312","7211","101","1.4"
"CN3806300000000","38","63","Nelson County, ND","2019","1373","1330","43","3.1"
"CN3806500000000","38","65","Oliver County, ND","2019","861","829","32","3.7"
"CN3806700000000","38","67","Pembina County, ND","2019","3303","3189","114","3.5"
"CN3806900000000","38","69","Pierce County, ND","2019","1706","1651","55","3.2"
"CN3807100000000","38","71","Ramsey County, ND","2019","5551","5388","163","2.9"
"CN3807300000000","38","73","Ransom County, ND","2019","2789","2741","48","1.7"
"CN3807500000000","38","75","Renville County, ND","2019","1203","1173","30","2.5"
"CN3807700000000","38","77","Richland County, ND","2019","8530","8330","200","2.3"
"CN3807900000000","38","79","Rolette County, ND","2019","4568","4192","376","8.2"
"CN3808100000000","38","81","Sargent County, ND","2019","2634","2587","47","1.8"
"CN3808300000000","38","83","Sheridan County, ND","2019","671","642","29","4.3"
"CN3808500000000","38","85","Sioux County, ND","2019","1233","1185","48","3.9"
"CN3808700000000","38","87","Slope County, ND","2019","393","384","9","2.3"
"CN3808900000000","38","89","Stark County, ND","2019","18461","18087","374","2"
"CN3809100000000","38","91","Steele County, ND","2019","967","947","20","2.1"
"CN3809300000000","38","93","Stutsman County, ND","2019","10224","9989","235","2.3"
"CN3809500000000","38","95","Towner County, ND","2019","1121","1090","31","2.8"
"CN3809700000000","38","97","Traill County, ND","2019","4338","4224","114","2.6"
"CN3809900000000","38","99","Walsh County, ND","2019","5109","4942","167","3.3"
"CN3810100000000","38","101","Ward County, ND","2019","31394","30614","780","2.5"
"CN3810300000000","38","103","Wells County, ND","2019","1890","1832","58","3.1"
"CN3810500000000","38","105","Williams County, ND","2019","24427","23989","438","1.8"
"CN3900100000000","39","1","Adams County, OH","2019","10717","9984","733","6.8"
"CN3900300000000","39","3","Allen County, OH","2019","47866","45937","1929","4"
"CN3900500000000","39","5","Ashland County, OH","2019","26801","25687","1114","4.2"
"CN3900700000000","39","7","Ashtabula County, OH","2019","44459","42334","2125","4.8"
"CN3900900000000","39","9","Athens County, OH","2019","27694","26226","1468","5.3"
"CN3901100000000","39","11","Auglaize County, OH","2019","24980","24230","750","3"
"CN3901300000000","39","13","Belmont County, OH","2019","30153","28469","1684","5.6"
"CN3901500000000","39","15","Brown County, OH","2019","19594","18619","975","5"
"CN3901700000000","39","17","Butler County, OH","2019","195091","187729","7362","3.8"
"CN3901900000000","39","19","Carroll County, OH","2019","12959","12317","642","5"
"CN3902100000000","39","21","Champaign County, OH","2019","20033","19295","738","3.7"
"CN3902300000000","39","23","Clark County, OH","2019","63253","60520","2733","4.3"
"CN3902500000000","39","25","Clermont County, OH","2019","106832","102846","3986","3.7"
"CN3902700000000","39","27","Clinton County, OH","2019","17682","16849","833","4.7"
"CN3902900000000","39","29","Columbiana County, OH","2019","47395","45105","2290","4.8"
"CN3903100000000","39","31","Coshocton County, OH","2019","14377","13536","841","5.8"
"CN3903300000000","39","33","Crawford County, OH","2019","18208","17356","852","4.7"
"CN3903500000000","39","35","Cuyahoga County, OH","2019","614517","588912","25605","4.2"
"CN3903700000000","39","37","Darke County, OH","2019","25812","24863","949","3.7"
"CN3903900000000","39","39","Defiance County, OH","2019","18085","17322","763","4.2"
"CN3904100000000","39","41","Delaware County, OH","2019","110349","106887","3462","3.1"
"CN3904300000000","39","43","Erie County, OH","2019","37223","35383","1840","4.9"
"CN3904500000000","39","45","Fairfield County, OH","2019","78021","75118","2903","3.7"
"CN3904700000000","39","47","Fayette County, OH","2019","13869","13330","539","3.9"
"CN3904900000000","39","49","Franklin County, OH","2019","697639","673069","24570","3.5"
"CN3905100000000","39","51","Fulton County, OH","2019","22455","21526","929","4.1"
"CN3905300000000","39","53","Gallia County, OH","2019","12158","11496","662","5.4"
"CN3905500000000","39","55","Geauga County, OH","2019","49294","47586","1708","3.5"
"CN3905700000000","39","57","Greene County, OH","2019","83246","80130","3116","3.7"
"CN3905900000000","39","59","Guernsey County, OH","2019","18623","17607","1016","5.5"
"CN3906100000000","39","61","Hamilton County, OH","2019","416102","400359","15743","3.8"
"CN3906300000000","39","63","Hancock County, OH","2019","41849","40525","1324","3.2"
"CN3906500000000","39","65","Hardin County, OH","2019","13812","13232","580","4.2"
"CN3906700000000","39","67","Harrison County, OH","2019","6800","6443","357","5.3"
"CN3906900000000","39","69","Henry County, OH","2019","13265","12654","611","4.6"
"CN3907100000000","39","71","Highland County, OH","2019","17036","16155","881","5.2"
"CN3907300000000","39","73","Hocking County, OH","2019","13084","12484","600","4.6"
"CN3907500000000","39","75","Holmes County, OH","2019","20783","20160","623","3"
"CN3907700000000","39","77","Huron County, OH","2019","27985","26381","1604","5.7"
"CN3907900000000","39","79","Jackson County, OH","2019","12678","11891","787","6.2"
"CN3908100000000","39","81","Jefferson County, OH","2019","27729","26101","1628","5.9"
"CN3908300000000","39","83","Knox County, OH","2019","31550","30306","1244","3.9"
"CN3908500000000","39","85","Lake County, OH","2019","126718","122045","4673","3.7"
"CN3908700000000","39","87","Lawrence County, OH","2019","23780","22549","1231","5.2"
"CN3908900000000","39","89","Licking County, OH","2019","90521","87159","3362","3.7"
"CN3909100000000","39","91","Logan County, OH","2019","22865","22036","829","3.6"
"CN3909300000000","39","93","Lorain County, OH","2019","154180","147587","6593","4.3"
"CN3909500000000","39","95","Lucas County, OH","2019","210209","200417","9792","4.7"
"CN3909700000000","39","97","Madison County, OH","2019","20804","20091","713","3.4"
"CN3909900000000","39","99","Mahoning County, OH","2019","103081","97180","5901","5.7"
"CN3910100000000","39","101","Marion County, OH","2019","28444","27292","1152","4.1"
"CN3910300000000","39","103","Medina County, OH","2019","97857","94520","3337","3.4"
"CN3910500000000","39","105","Meigs County, OH","2019","9057","8428","629","6.9"
"CN3910700000000","39","107","Mercer County, OH","2019","23398","22787","611","2.6"
"CN3910900000000","39","109","Miami County, OH","2019","54117","52125","1992","3.7"
"CN3911100000000","39","111","Monroe County, OH","2019","5345","4903","442","8.3"
"CN3911300000000","39","113","Montgomery County, OH","2019","252534","241945","10589","4.2"
"CN3911500000000","39","115","Morgan County, OH","2019","6714","6280","434","6.5"
"CN3911700000000","39","117","Morrow County, OH","2019","16815","16124","691","4.1"
"CN3911900000000","39","119","Muskingum County, OH","2019","39532","37592","1940","4.9"
"CN3912100000000","39","121","Noble County, OH","2019","4699","4377","322","6.9"
"CN3912300000000","39","123","Ottawa County, OH","2019","21050","19862","1188","5.6"
"CN3912500000000","39","125","Paulding County, OH","2019","8628","8297","331","3.8"
"CN3912700000000","39","127","Perry County, OH","2019","15914","15087","827","5.2"
"CN3912900000000","39","129","Pickaway County, OH","2019","26460","25404","1056","4"
"CN3913100000000","39","131","Pike County, OH","2019","10824","10155","669","6.2"
"CN3913300000000","39","133","Portage County, OH","2019","87309","83621","3688","4.2"
"CN3913500000000","39","135","Preble County, OH","2019","21136","20342","794","3.8"
"CN3913700000000","39","137","Putnam County, OH","2019","18817","18235","582","3.1"
"CN3913900000000","39","139","Richland County, OH","2019","52246","49884","2362","4.5"
"CN3914100000000","39","141","Ross County, OH","2019","35318","33829","1489","4.2"
"CN3914300000000","39","143","Sandusky County, OH","2019","30506","29193","1313","4.3"
"CN3914500000000","39","145","Scioto County, OH","2019","28862","27056","1806","6.3"
"CN3914700000000","39","147","Seneca County, OH","2019","27313","26184","1129","4.1"
"CN3914900000000","39","149","Shelby County, OH","2019","24178","23325","853","3.5"
"CN3915100000000","39","151","Stark County, OH","2019","185736","177352","8384","4.5"
"CN3915300000000","39","153","Summit County, OH","2019","272341","260690","11651","4.3"
"CN3915500000000","39","155","Trumbull County, OH","2019","86758","81440","5318","6.1"
